customer_id,age,annual_income,tenure_months,monthly_spend,orders_last_12_months,satisfaction_score,complaints_last_year,support_calls,discount_pct,region,customer_segment,payment_method
CUST10268,,33454.42,44.3,75.31,100,1.4,1.0,4,26.0,Lagos,Professional,USSD
CUST10269,33.0,36700.55,20.7,48.8,11,9.6,0.0,4,5.1,Abuja,Family,USSD
CUST10270,40.0,108547.13,1.0,93.12,9,9.2,1.0,3,7.3,Ibadan,Professional,Cash
CUST10271,55.0,100238.64,1.0,128.95,5,5.7,4.0,4,6.6,Abuja,Professional,Bank Transfer
CUST10272,21.0,76888.72,13.2,86.52,2,6.2,1.0,4,24.6,Ibadan,Family,Cash
CUST10273,52.0,30161.35,78.2,96.89,6,7.7,1.0,7,11.9,Lagos,Student,Card
CUST10274,38.0,46215.19,7.8,102.94,6,5.2,2.0,4,17.3,Port Harcourt,Family,Card
CUST10275,26.0,107182.92,30.2,55.68,6,6.6,1.0,4,0.0,Ibadan,Professional,Cash
CUST10276,44.0,59458.43,7.5,128.17,8,8.8,3.0,1,14.2,Ibadan,Professional,USSD
CUST10277,40.0,196952.86,11.6,90.99,7,7.9,0.0,1,9.8,Abuja,Family,Card
CUST10278,31.0,68282.81,56.5,130.32,7,5.8,1.0,1,20.3,Port Harcourt,Family,Bank Transfer
CUST10279,39.0,61127.4,39.2,69.81,6,8.8,0.0,5,16.0,Lagos,Professional,USSD
CUST10280,33.0,46400.91,3.0,130.69,8,7.5,2.0,6,9.5,Lagos,Family,Card
CUST10281,39.0,59191.66,16.8,105.72,9,7.5,0.0,3,21.5,Lagos,Business,Cash
CUST10282,46.0,50575.88,1.0,98.91,8,6.1,1.0,6,22.0,Lagos,Business,USSD
CUST10283,57.0,,19.7,92.42,7,7.0,2.0,7,21.0,Lagos,Family,USSD
CUST10284,23.0,93085.6,32.6,81.39,12,5.6,0.0,2,16.6,Abuja,Business,Card
CUST10285,64.0,35696.01,3.8,115.32,8,3.5,0.0,3,10.3,Ibadan,Student,Bank Transfer
CUST10286,18.0,26447.33,10.2,89.33,6,6.5,2.0,3,13.4,Port Harcourt,Family,Card
CUST10287,36.0,20033.79,15.2,37.04,100,6.8,0.0,2,9.5,Abuja,Professional,Card
CUST10288,45.0,72728.14,75.6,63.12,7,7.2,0.0,2,13.3,Ibadan,Student,Card
CUST10289,41.0,29978.53,120.0,89.95,8,9.2,2.0,1,8.4,Lagos,Family,Card
CUST10290,31.0,16831.35,1.4,92.86,9,5.8,3.0,2,11.0,Abuja,Family,Card
CUST10291,36.0,68105.05,42.9,,7,6.3,0.0,4,24.9,Port Harcourt,Professional,Cash
CUST10292,32.0,216693.28,13.9,116.59,7,8.4,0.0,1,13.9,Lagos,Family,Card
CUST10293,31.0,54816.66,15.0,37.42,6,5.6,3.0,5,9.4,Kano,Professional,Bank Transfer
CUST10294,48.0,87226.06,42.1,91.96,7,7.3,1.0,3,5.4,Lagos,Professional,USSD
CUST10295,42.0,57531.89,75.2,45.57,10,6.3,1.0,3,11.4,Lagos,Professional,Cash
CUST10296,30.0,,90.4,111.23,10,6.6,0.0,3,16.5,Lagos,Professional,Bank Transfer
CUST10297,49.0,91179.06,25.8,84.7,7,8.4,1.0,4,12.8,Ibadan,Professional,Card
CUST10298,42.0,46884.27,13.3,96.55,10,6.3,1.0,0,11.7,Port Harcourt,Family,Bank Transfer
CUST10299,48.0,63713.66,46.5,67.12,6,8.4,3.0,4,14.6,Port Harcourt,Student,USSD
CUST10300,46.0,65645.36,8.7,117.68,8,3.5,4.0,6,14.4,Port Harcourt,Student,Bank Transfer
CUST10301,28.0,38087.4,24.9,113.04,7,4.4,1.0,4,16.2,Lagos,Family,Card
CUST10302,31.0,94912.6,13.3,100.65,7,2.8,3.0,1,16.4,Port Harcourt,Family,USSD
CUST10303,47.0,49954.14,32.1,84.33,8,4.9,1.0,3,11.5,Abuja,Professional,Card
CUST10304,45.0,36294.76,8.2,100.16,9,10.0,1.0,0,11.2,Lagos,Student,Card
CUST10305,38.0,73877.89,6.4,67.84,9,7.0,1.0,5,12.0,Port Harcourt,Professional,Cash
CUST10306,39.0,33554.66,75.1,112.4,10,5.7,2.0,3,15.4,Lagos,Family,USSD
CUST10307,53.0,55859.12,3.2,126.49,7,8.4,0.0,2,18.7,Lagos,Business,USSD
CUST10308,31.0,54724.84,21.2,113.46,4,8.7,1.0,4,10.0,Kano,Family,Card
CUST10309,45.0,99940.57,7.5,67.36,6,4.8,2.0,4,11.0,Port Harcourt,Student,Bank Transfer
CUST10310,36.0,71408.52,1.2,94.13,7,10.0,1.0,6,7.1,Port Harcourt,Family,USSD
CUST10311,,54248.12,1.1,52.76,6,7.5,3.0,3,3.0,Abuja,Professional,Bank Transfer
CUST10312,51.0,,5.8,99.77,10,7.7,1.0,2,4.6,Abuja,Professional,Bank Transfer
CUST10313,48.0,118149.09,60.5,101.1,7,7.9,2.0,0,6.0,Port Harcourt,Professional,USSD
CUST10314,48.0,74748.48,10.0,39.05,15,,1.0,3,8.0,Kano,Family,Bank Transfer
CUST10315,54.0,55314.06,90.1,63.17,5,5.9,0.0,3,14.8,Abuja,Family,USSD
CUST10316,38.0,26730.98,26.1,80.01,5,10.0,0.0,4,5.6,Ibadan,Family,Cash
CUST10317,46.0,30615.94,17.2,78.86,6,6.5,1.0,3,12.1,Ibadan,Family,USSD
CUST10318,34.0,46500.34,26.0,,8,8.7,1.0,4,17.0,Abuja,Professional,USSD
CUST10319,,39334.48,21.8,96.47,13,6.1,0.0,1,7.0,Ibadan,Professional,USSD
CUST10320,36.0,49625.21,42.7,94.7,8,5.8,1.0,0,9.0,Port Harcourt,Family,Cash
CUST10321,39.0,56740.64,10.0,80.94,6,10.0,2.0,3,4.1,Abuja,Family,Bank Transfer
CUST10322,45.0,73601.41,13.1,67.15,13,6.8,1.0,2,6.3,Lagos,Family,Cash
CUST10323,28.0,52908.23,67.4,116.61,5,6.9,3.0,3,20.2,Port Harcourt,Professional,Bank Transfer
CUST10324,63.0,71873.6,87.8,133.41,7,7.5,3.0,2,15.0,Ibadan,Family,USSD
CUST10325,26.0,56985.34,66.9,,6,10.0,0.0,3,24.9,Kano,Professional,USSD
CUST10326,23.0,18556.62,16.3,71.0,6,10.0,1.0,3,7.6,Kano,Family,Cash
CUST10327,52.0,32808.86,45.5,100.92,7,9.3,1.0,0,21.1,Lagos,Professional,Cash
CUST10328,47.0,50809.59,19.4,77.6,8,10.0,0.0,1,7.6,Abuja,Business,Cash
CUST10329,45.0,28275.65,20.6,83.17,6,5.3,0.0,2,9.0,Lagos,Student,Cash
CUST10330,46.0,76500.25,6.9,104.04,9,8.2,1.0,4,28.3,Lagos,Family,USSD
CUST10331,38.0,127644.13,26.8,39.41,7,7.1,0.0,3,7.0,Port Harcourt,Family,USSD
CUST10332,27.0,107517.35,6.2,118.45,6,3.8,2.0,0,21.5,Abuja,Student,Card
CUST10333,39.0,,12.1,87.78,6,7.8,1.0,5,11.8,Port Harcourt,Student,Cash
CUST10334,30.0,124864.93,57.9,,6,6.1,2.0,3,5.5,Abuja,Family,Cash
CUST10335,50.0,59686.17,7.0,83.33,5,9.8,5.0,2,3.4,Lagos,Student,Bank Transfer
CUST10336,36.0,45692.58,2.2,84.24,7,6.3,1.0,2,12.6,Lagos,Professional,Bank Transfer
CUST10337,28.0,39250.4,2.1,41.89,4,6.2,1.0,2,5.3,Ibadan,Business,USSD
CUST10338,34.0,46570.85,84.8,129.16,12,9.8,2.0,1,10.2,Lagos,Family,Card
CUST10339,43.0,44426.49,21.2,87.73,6,6.9,0.0,0,0.6,Lagos,Professional,Cash
CUST10340,31.0,60404.41,15.8,97.34,10,,2.0,5,14.1,Ibadan,Family,Card
CUST10341,28.0,60078.31,50.0,112.79,4,7.8,1.0,5,2.7,Ibadan,Family,Card
CUST10342,41.0,55092.22,54.2,63.81,8,7.8,1.0,0,11.6,Kano,Business,USSD
CUST10343,41.0,69940.8,12.1,97.81,2,6.6,1.0,1,3.7,Lagos,Family,Card
CUST10344,32.0,105867.53,35.5,81.15,6,7.9,1.0,2,19.4,Lagos,Business,Cash
CUST10345,32.0,92720.35,44.2,109.71,9,6.8,1.0,2,0.0,Ibadan,Professional,USSD
CUST10346,41.0,24303.96,31.9,34.37,6,5.6,1.0,4,10.3,Kano,Family,Card
CUST10347,21.0,,4.9,82.92,10,6.8,1.0,2,15.4,Port Harcourt,Student,USSD
CUST10348,21.0,,62.6,74.94,6,9.3,,5,14.2,Lagos,Student,USSD
CUST10349,29.0,25933.87,23.2,97.67,8,8.0,1.0,3,4.5,Lagos,Family,Bank Transfer
CUST10350,35.0,48604.31,10.0,97.55,3,8.4,0.0,2,1.6,Lagos,Student,USSD
CUST10351,42.0,28897.96,16.6,68.64,5,7.0,,4,16.7,Port Harcourt,Family,Card
CUST10352,56.0,20414.47,1.1,67.29,11,3.5,0.0,4,11.3,Lagos,Business,Bank Transfer
CUST10353,48.0,74079.41,4.1,,9,4.8,3.0,2,5.6,Ibadan,Professional,Cash
CUST10354,36.0,83501.83,43.5,66.07,7,6.5,2.0,0,16.9,Lagos,Student,Cash
CUST10355,38.0,40054.96,1.0,106.13,8,5.0,1.0,5,8.6,Kano,Family,Cash
CUST10356,26.0,13227.0,16.2,77.06,4,6.1,,2,8.1,Lagos,Business,Cash
CUST10357,38.0,40727.3,22.2,20.0,12,6.0,4.0,3,6.8,Port Harcourt,Family,Cash
CUST10358,35.0,68225.98,1.7,75.76,11,6.0,1.0,0,7.4,Lagos,Family,Card
CUST10359,42.0,24384.11,108.4,67.71,6,,0.0,5,7.2,Kano,Professional,USSD
CUST10360,28.0,60835.96,7.7,44.83,9,6.9,4.0,3,14.0,Port Harcourt,Student,Bank Transfer
CUST10361,44.0,,10.9,54.93,14,8.7,2.0,3,21.3,Lagos,Family,USSD
CUST10362,,75636.84,10.9,88.6,8,7.3,3.0,1,3.6,Ibadan,Professional,USSD
CUST10363,37.0,58738.91,7.9,,8,9.5,3.0,6,10.0,Port Harcourt,Business,Card
CUST10364,43.0,32205.76,1.0,92.91,6,8.8,4.0,2,11.0,Ibadan,Professional,Card
CUST10365,46.0,106213.11,39.2,72.97,8,5.9,0.0,4,14.8,Ibadan,Family,Card
CUST10366,33.0,50407.6,102.2,104.57,6,10.0,1.0,3,17.9,Ibadan,Family,Bank Transfer
CUST10367,41.0,54180.21,7.6,74.13,11,6.2,1.0,1,11.0,Lagos,Family,Card
CUST10368,38.0,32918.53,32.6,70.25,5,7.4,1.0,3,8.2,Lagos,Family,USSD
CUST10369,39.0,43100.21,40.6,59.39,12,7.7,1.0,3,15.5,Ibadan,Business,Bank Transfer
CUST10370,29.0,33807.8,56.6,,9,7.9,0.0,1,2.2,Abuja,Business,Card
CUST10371,38.0,50009.49,16.5,76.57,11,8.4,1.0,5,0.0,Lagos,Business,Card
CUST10372,44.0,141001.83,10.8,89.82,6,5.6,1.0,2,27.5,Kano,Business,Card
CUST10373,55.0,25862.33,11.8,83.53,9,8.3,5.0,8,7.2,Lagos,Family,USSD
CUST10374,50.0,22643.54,37.4,,9,8.0,1.0,5,9.5,Kano,Family,Card
CUST10375,64.0,,50.9,65.43,9,7.0,2.0,3,15.3,Ibadan,Student,USSD
CUST10376,29.0,49018.86,6.0,100.69,9,6.7,2.0,2,14.1,Kano,Professional,Bank Transfer
CUST10377,48.0,38066.83,13.9,53.18,7,5.5,2.0,0,17.3,Lagos,Student,Card
CUST10378,40.0,97444.28,69.7,109.97,5,7.9,3.0,2,17.6,Abuja,Student,Cash
CUST10379,64.0,39418.87,49.3,63.89,2,5.8,2.0,6,3.3,Abuja,Professional,Cash
CUST10380,28.0,150150.56,120.0,75.79,9,7.4,1.0,4,19.6,Abuja,Student,USSD
CUST10381,28.0,79853.4,42.1,51.7,6,6.8,1.0,3,15.1,Lagos,Business,Card
CUST10382,31.0,42055.15,15.0,73.66,7,4.6,2.0,4,14.3,Abuja,Business,Card
CUST10383,18.0,180161.33,26.8,111.53,4,5.3,1.0,2,14.5,Abuja,Student,Cash
CUST10384,32.0,39416.72,32.5,100.49,9,7.7,3.0,2,0.0,Port Harcourt,Professional,Bank Transfer
CUST10385,29.0,82722.0,2.5,109.66,8,6.1,4.0,2,10.7,Kano,Business,Bank Transfer
CUST10386,40.0,64841.39,23.6,99.94,10,6.0,2.0,3,6.2,Abuja,Business,USSD
CUST10387,42.0,112537.99,37.1,60.37,9,5.6,1.0,3,5.3,Lagos,Business,Cash
CUST10388,61.0,129822.01,5.5,77.17,9,5.7,0.0,5,9.1,Port Harcourt,Business,USSD
CUST10389,49.0,55976.7,45.5,69.14,2,10.0,1.0,5,17.0,Kano,Business,USSD
CUST10390,31.0,36341.25,26.3,120.37,6,5.0,1.0,2,13.7,Lagos,Professional,Bank Transfer
CUST10391,27.0,,91.2,62.38,7,9.7,0.0,0,14.6,Port Harcourt,Professional,Cash
CUST10392,44.0,37886.31,1.3,107.45,7,6.4,0.0,1,9.3,Lagos,Family,USSD
CUST10393,22.0,166450.2,9.2,108.06,100,5.8,0.0,3,14.3,Abuja,Professional,Bank Transfer
CUST10394,60.0,59289.23,27.6,132.95,6,7.7,1.0,2,10.8,Ibadan,Business,Bank Transfer
CUST10395,,44988.47,10.6,75.6,6,7.1,3.0,5,17.7,Ibadan,Family,Card
CUST10396,32.0,,37.6,105.82,10,6.6,1.0,2,16.2,Port Harcourt,Family,Cash
CUST10397,18.0,26217.15,42.7,145.46,10,7.4,1.0,2,13.0,Kano,Professional,Cash
CUST10398,54.0,32231.54,3.2,69.82,12,7.1,1.0,5,7.2,Ibadan,Professional,Card
CUST10399,37.0,106437.81,21.6,48.35,8,6.6,2.0,7,13.6,Ibadan,Family,USSD
CUST10400,53.0,,21.3,39.71,5,8.7,5.0,4,13.5,Abuja,Business,Bank Transfer
CUST10401,19.0,30923.99,13.8,103.92,8,4.4,2.0,5,12.7,Port Harcourt,Professional,Bank Transfer
CUST10402,,73883.7,81.1,44.41,8,5.4,3.0,3,9.1,Abuja,Business,Bank Transfer
CUST10403,38.0,105580.16,52.7,79.91,8,5.6,3.0,5,8.1,Lagos,Business,Card
CUST10404,39.0,81675.78,35.8,98.8,14,5.1,1.0,2,13.9,Abuja,Family,Bank Transfer
CUST10405,33.0,95121.92,37.6,92.64,2,7.2,2.0,6,6.9,Kano,Family,USSD
CUST10406,45.0,36273.81,18.6,97.12,7,7.9,1.0,2,10.5,Kano,Family,USSD
CUST10407,25.0,25162.06,76.1,96.65,7,3.5,0.0,1,15.5,Ibadan,Professional,Card
CUST10408,36.0,125595.53,35.6,119.82,5,6.1,1.0,1,14.6,Lagos,Professional,USSD
CUST10409,39.0,46056.06,39.2,64.33,7,6.4,5.0,8,5.1,Port Harcourt,Business,Cash
CUST10410,44.0,47912.43,59.3,72.82,8,,1.0,5,13.8,Lagos,Family,Cash
CUST10411,47.0,114187.29,9.6,66.45,8,4.7,2.0,4,24.2,Lagos,Professional,Bank Transfer
CUST10412,25.0,74683.54,49.4,109.7,12,6.4,1.0,1,16.1,Ibadan,Family,Bank Transfer
CUST10413,20.0,70673.56,6.5,108.03,4,5.4,2.0,6,10.4,Abuja,Professional,Cash
CUST10414,53.0,,12.7,97.3,6,6.4,5.0,1,19.8,Kano,Student,USSD
CUST10415,42.0,38605.63,12.3,115.57,8,3.9,0.0,5,25.2,Lagos,Family,Card
CUST10416,29.0,91619.6,115.2,64.77,9,6.4,1.0,2,17.2,Abuja,Professional,Bank Transfer
CUST10417,57.0,56751.97,58.3,131.34,6,5.7,2.0,6,1.6,Port Harcourt,Student,Bank Transfer
CUST10418,39.0,63755.72,36.2,125.98,11,,1.0,3,15.7,Lagos,Professional,Cash
CUST10419,52.0,127483.99,39.0,106.51,6,7.5,3.0,6,20.1,Abuja,Family,Cash
CUST10420,39.0,72721.92,24.8,131.53,9,6.9,2.0,3,0.0,Lagos,Student,Card
CUST10421,63.0,73950.51,88.2,50.64,12,8.4,4.0,6,17.6,Port Harcourt,Professional,Bank Transfer
CUST10422,59.0,99207.36,20.6,73.53,7,,2.0,5,10.8,Ibadan,Professional,USSD
CUST10423,35.0,44997.6,14.4,67.77,14,8.1,0.0,1,19.9,Ibadan,Student,USSD
CUST10424,,34666.29,5.3,103.46,6,9.0,,3,11.6,Ibadan,Student,Cash
CUST10425,46.0,30959.75,46.3,62.45,9,7.5,2.0,3,14.1,Ibadan,Student,Card
CUST10426,54.0,18649.83,39.8,107.12,8,7.0,1.0,2,14.2,Ibadan,Professional,Cash
CUST10427,26.0,170416.78,14.6,120.43,10,,3.0,4,16.3,Port Harcourt,Business,Card
CUST10428,46.0,29981.14,1.0,409.84,9,7.6,1.0,2,14.7,Abuja,Professional,USSD
CUST10429,,48698.28,54.8,96.48,5,8.8,4.0,4,6.6,Abuja,Student,Card
CUST10430,18.0,47232.67,1.0,60.38,7,8.4,2.0,4,10.4,Kano,Student,USSD
CUST10431,24.0,65131.41,36.5,,10,8.5,0.0,0,12.0,Lagos,Professional,Card
CUST10432,18.0,86141.27,105.5,124.68,6,7.1,3.0,4,19.4,Lagos,Family,Cash
CUST10433,35.0,88287.06,17.3,105.87,7,7.6,0.0,2,14.9,Ibadan,Professional,USSD
CUST10434,47.0,39910.55,8.0,84.67,8,7.6,1.0,3,8.1,Lagos,Student,Bank Transfer
CUST10435,56.0,50169.95,36.6,77.48,6,4.8,3.0,3,6.5,Ibadan,Professional,Bank Transfer
CUST10436,39.0,64248.1,51.0,38.43,5,8.9,0.0,2,15.9,Kano,Family,USSD
CUST10437,58.0,47968.91,23.7,60.13,7,4.0,4.0,0,9.2,Abuja,Student,Bank Transfer
CUST10438,21.0,133136.28,102.4,140.98,4,8.3,0.0,1,16.5,Port Harcourt,Family,USSD
CUST10439,18.0,72050.65,1.6,53.12,12,7.5,4.0,5,11.7,Kano,Professional,Cash
CUST10440,37.0,82394.28,21.1,91.42,12,6.5,2.0,4,20.8,Lagos,Student,Cash
CUST10441,43.0,79195.37,38.0,113.23,9,7.7,2.0,2,7.6,Kano,Family,Card
CUST10442,38.0,104872.34,59.6,58.39,7,7.8,2.0,1,20.6,Kano,Family,Bank Transfer
CUST10443,18.0,60757.77,5.9,90.09,5,4.6,1.0,1,17.9,Lagos,Family,Bank Transfer
CUST10444,37.0,,48.3,112.31,5,9.5,1.0,3,9.4,Lagos,Professional,Bank Transfer
CUST10445,22.0,68522.46,24.1,87.24,7,7.1,0.0,3,6.7,Lagos,Professional,USSD
CUST10446,46.0,38439.55,15.2,157.92,6,10.0,4.0,3,23.6,Lagos,Professional,Cash
CUST10447,42.0,41124.09,4.2,43.62,7,8.4,1.0,5,6.6,Lagos,Family,Bank Transfer
CUST10448,27.0,75931.63,60.1,116.28,9,7.1,0.0,4,13.8,Kano,Family,Card
CUST10449,32.0,108677.94,5.1,81.09,8,5.8,1.0,3,14.1,Abuja,Student,Bank Transfer
CUST10450,25.0,55647.24,11.1,105.19,6,6.8,,0,12.1,Ibadan,Family,Card
CUST10451,37.0,65182.52,10.3,96.85,9,7.3,,7,16.7,Lagos,Family,Bank Transfer
CUST10452,49.0,140267.51,61.5,71.59,8,9.6,0.0,3,6.4,Abuja,Professional,Bank Transfer
CUST10453,26.0,62786.96,33.5,93.41,5,9.2,1.0,4,23.6,Port Harcourt,Business,Cash
CUST10454,44.0,230041.31,47.8,42.38,9,7.8,2.0,4,7.1,Ibadan,Business,Card
CUST10455,32.0,75065.68,8.6,100.77,6,10.0,3.0,4,11.1,Port Harcourt,Student,Bank Transfer
CUST10456,28.0,20882.55,29.4,94.81,8,3.4,,1,3.4,Abuja,Business,Card
CUST10457,37.0,83235.26,25.4,103.0,6,7.8,0.0,4,18.3,Ibadan,Professional,Card
CUST10458,26.0,67827.67,53.7,,7,9.3,2.0,3,23.3,Lagos,Family,Cash
CUST10459,31.0,111798.39,71.0,99.87,8,8.0,2.0,4,24.0,Lagos,Business,Cash
CUST10460,24.0,79645.29,1.0,88.78,5,4.6,1.0,2,18.8,Abuja,Professional,Card
CUST10461,62.0,50967.21,33.6,65.66,8,9.5,0.0,5,9.8,Kano,Professional,Cash
CUST10462,38.0,28049.45,1.6,269.29,5,8.4,1.0,3,12.0,Lagos,Business,Bank Transfer
CUST10463,30.0,49026.96,23.9,,9,7.6,2.0,1,10.1,Port Harcourt,Professional,Bank Transfer
CUST10464,41.0,34451.31,10.2,121.72,11,7.2,0.0,4,4.7,Port Harcourt,Professional,Cash
CUST10465,37.0,39966.65,11.0,,8,10.0,4.0,6,10.2,Ibadan,Professional,Card
CUST10466,35.0,76024.17,13.1,87.19,100,7.8,0.0,1,17.5,Lagos,Business,Bank Transfer
CUST10467,45.0,137796.87,29.1,64.72,11,6.6,4.0,3,6.8,Lagos,Business,USSD
CUST10468,47.0,68333.66,12.2,115.29,7,5.5,3.0,2,0.0,Abuja,Professional,Card
CUST10469,32.0,28491.26,39.6,104.8,10,8.4,1.0,6,4.5,Abuja,Business,Card
CUST10470,31.0,70236.26,15.6,134.77,8,8.8,0.0,1,16.9,Kano,Professional,USSD
CUST10471,35.0,106216.61,2.1,,9,7.1,1.0,4,1.7,Port Harcourt,Business,USSD
CUST10472,18.0,39328.62,45.9,79.23,7,6.0,1.0,2,9.2,Kano,Family,Card
CUST10473,20.0,51091.79,10.1,91.59,7,9.4,3.0,5,9.7,Ibadan,Student,USSD
CUST10474,54.0,55446.12,17.0,102.52,12,5.4,3.0,2,13.5,Ibadan,Student,Cash
CUST10475,58.0,35717.44,34.7,82.38,3,10.0,0.0,1,13.4,Abuja,Student,Cash
CUST10476,35.0,78561.95,12.1,,6,5.7,1.0,2,14.4,Ibadan,Professional,Card
CUST10477,45.0,51460.35,1.7,107.17,9,4.7,2.0,5,11.1,Lagos,Family,Cash
CUST10478,42.0,69274.44,14.0,104.15,8,4.9,1.0,2,6.3,Kano,Professional,Bank Transfer
CUST10479,75.0,33757.83,86.7,69.03,8,5.0,3.0,2,17.4,Port Harcourt,Business,Cash
CUST10480,51.0,43238.49,30.8,,7,6.6,2.0,3,1.4,Kano,Family,Cash
CUST10481,36.0,81829.92,33.4,116.93,9,6.2,2.0,4,16.7,Abuja,Family,USSD
CUST10482,27.0,44802.99,30.0,,11,8.8,,2,18.9,Kano,Professional,Cash
CUST10483,19.0,142189.87,6.7,87.52,8,8.6,1.0,4,26.0,Ibadan,Business,Card
CUST10484,,44147.37,16.3,100.15,7,6.6,2.0,4,7.5,Kano,Family,Cash
CUST10485,29.0,62234.52,41.7,66.79,8,10.0,1.0,3,8.6,Kano,Business,Cash
CUST10486,21.0,91859.31,3.2,86.01,15,6.6,1.0,7,12.3,Lagos,Business,Card
CUST10487,30.0,25209.78,9.8,31.97,14,6.8,1.0,0,11.9,Lagos,Student,Card
CUST10488,25.0,20882.02,9.7,107.69,10,4.7,,4,17.0,Ibadan,Student,USSD
CUST10489,58.0,23765.2,17.0,47.32,6,6.9,0.0,5,15.1,Port Harcourt,Business,Bank Transfer
CUST10490,49.0,110140.24,117.9,132.02,13,,0.0,3,9.9,Port Harcourt,Business,Cash
CUST10491,38.0,40601.75,2.1,76.91,4,4.9,2.0,0,11.4,Abuja,Family,Bank Transfer
CUST10492,56.0,224604.89,21.9,81.46,4,6.1,5.0,5,17.6,Lagos,Professional,USSD
CUST10493,,40326.02,5.9,69.78,7,7.6,1.0,4,4.4,Abuja,Family,Card
CUST10494,28.0,60875.84,105.9,86.27,10,6.1,1.0,1,10.6,Abuja,Professional,Card
CUST10495,56.0,128444.08,3.6,120.75,13,5.7,3.0,0,15.3,Lagos,Professional,Card
CUST10496,44.0,165783.76,15.5,24.05,6,8.4,1.0,3,5.6,Lagos,Professional,USSD
CUST10497,26.0,170913.94,40.2,120.14,10,,0.0,4,0.0,Abuja,Professional,Cash
CUST10498,36.0,106904.36,36.6,96.38,5,5.0,1.0,4,20.7,Port Harcourt,Professional,USSD
CUST10499,27.0,96598.92,16.5,56.14,11,7.3,0.0,1,11.9,Lagos,Business,Card
CUST10500,21.0,76189.45,12.8,59.14,6,8.5,1.0,2,4.5,Port Harcourt,Business,Cash
CUST10501,49.0,84388.55,15.2,128.13,8,7.5,3.0,1,17.5,Ibadan,Business,Card
CUST10502,61.0,40616.77,9.2,62.1,4,6.6,1.0,1,10.8,Abuja,Business,Card
CUST10503,21.0,35069.22,6.9,56.72,8,6.5,2.0,0,5.8,Ibadan,Professional,USSD
CUST10504,45.0,54898.02,19.8,115.02,9,8.8,2.0,4,14.2,Ibadan,Business,USSD
CUST10505,30.0,50085.5,9.4,94.21,11,8.5,2.0,3,12.3,Lagos,Business,Bank Transfer
CUST10506,32.0,42865.09,10.2,62.37,8,7.1,1.0,1,8.3,Lagos,Business,Card
CUST10507,31.0,80668.35,32.1,92.98,8,6.5,2.0,5,7.4,Abuja,Family,Cash
CUST10508,28.0,93014.1,103.8,67.66,9,7.1,1.0,5,5.8,Port Harcourt,Professional,Card
CUST10509,39.0,57740.39,27.8,114.74,13,5.7,0.0,3,16.4,Abuja,Student,Cash
CUST10510,28.0,123961.96,2.4,111.73,10,6.7,0.0,7,4.5,Abuja,Student,Bank Transfer
CUST10511,41.0,29353.28,2.4,98.49,9,6.1,3.0,1,7.2,Port Harcourt,Business,Card
CUST10512,37.0,49443.0,90.7,101.3,8,6.8,2.0,3,12.6,Lagos,Professional,Cash
CUST10513,35.0,37080.12,10.6,129.88,7,6.2,1.0,5,20.8,Ibadan,Business,Cash
CUST10514,27.0,19702.35,2.9,85.22,12,7.9,0.0,2,12.8,Lagos,Professional,Bank Transfer
CUST10515,31.0,52554.92,27.4,57.65,2,8.5,2.0,2,15.5,Ibadan,Family,USSD
CUST10516,47.0,51437.74,29.3,98.58,6,6.3,1.0,2,12.6,Lagos,Student,Bank Transfer
CUST10517,44.0,126435.28,31.4,139.66,6,5.5,1.0,5,17.4,Lagos,Professional,Cash
CUST10518,26.0,77810.75,9.3,60.38,6,8.3,1.0,2,23.6,Lagos,Professional,Bank Transfer
CUST10519,39.0,31312.91,1.0,76.04,13,7.3,2.0,1,9.4,Ibadan,Family,USSD
CUST10520,47.0,152487.72,100.6,103.46,6,6.3,3.0,3,12.1,Lagos,Student,Card
CUST10521,18.0,107651.78,8.7,84.35,6,9.5,3.0,3,13.0,Port Harcourt,Family,Bank Transfer
CUST10522,45.0,75753.67,33.8,63.15,9,6.0,0.0,1,15.2,Ibadan,Professional,Bank Transfer
CUST10523,30.0,48558.39,36.8,115.99,8,3.4,2.0,5,12.8,Port Harcourt,Business,Card
CUST10524,45.0,32448.09,28.2,145.26,14,5.7,3.0,2,8.7,Abuja,Student,Bank Transfer
CUST10525,29.0,44818.43,11.3,90.8,6,9.9,3.0,4,12.0,Ibadan,Family,USSD
CUST10526,18.0,100097.52,9.5,63.16,4,6.4,2.0,5,26.6,Ibadan,Professional,Cash
CUST10527,18.0,155066.75,27.3,48.46,9,6.1,1.0,4,13.9,Abuja,Family,Bank Transfer
CUST10528,39.0,128524.19,60.3,96.27,7,7.0,2.0,5,0.5,Port Harcourt,Professional,Card
CUST10529,41.0,42033.46,88.0,119.63,8,8.8,2.0,4,9.6,Ibadan,Family,Card
CUST10530,27.0,29711.78,3.4,97.15,8,6.9,1.0,4,12.1,Ibadan,Business,Bank Transfer
CUST10531,46.0,59431.28,5.0,85.34,10,8.1,1.0,2,11.2,Abuja,Student,Card
CUST10532,18.0,,86.9,77.22,6,6.7,1.0,6,11.6,Ibadan,Student,Cash
CUST10533,37.0,65698.46,40.0,60.9,4,8.1,3.0,0,13.7,Lagos,Family,Cash
CUST10534,23.0,50711.45,64.4,111.02,10,7.3,1.0,1,15.1,Abuja,Family,Card
CUST10535,30.0,42564.18,6.8,,10,6.3,,0,13.6,Lagos,Professional,Bank Transfer
